id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,is_remote,company_industry,company_url_direct,district,latitude,longitude
in-74c52446e5d2b7a3,indeed,https://de.indeed.com/viewjob?jk=74c52446e5d2b7a3,https://app.screenloop.com/careers/formelskin/job_posts/5174?tab=overview,Product Analyst (m/f/d),FORMEL Skin,"Berlin, BE, DE",2025-10-20,fulltime,True,,,Mitte,52.52,13.405
in-afcce0beec59b20d,indeed,https://de.indeed.com/viewjob?jk=afcce0beec59b20d,https://jobs.ashbyhq.com/n8n/0c78f102-f55d-449a-b202-05ca0a606cd9?utm_source=3ZqYBLJ41R,Head of Data,n8n,"Berlin, BE, DE",2025-10-17,fulltime,True,,,Mitte,52.52,13.405
in-168d7bbc312b587a,indeed,https://de.indeed.com/viewjob?jk=168d7bbc312b587a,https://t.gohiring.com/h/580662e2f3992e21bcb197696ba0f3231c549a0ce6f3fdb35a975e422c4b072a?source=Indeed,Senior Data Analyst (m/f/d),7NXT,"Berlin-Kreuzberg, BE, DE",2025-10-17,fulltime,True,,,Kreuzberg,52.4964,13.4184
in-cf73ea3119965441,indeed,https://de.indeed.com/viewjob?jk=cf73ea3119965441,https://kbv.hr4you.org/job/view/1535,Duales Studium – Bachelor of Science Informatik / Data Science,Kassenärztliche Bundesvereinigung KdöR,"Berlin, BE, DE",2025-10-17,,False,,,Mitte,52.52,13.405
in-70beeb4f032e02d4,indeed,https://de.indeed.com/viewjob?jk=70beeb4f032e02d4,https://jobs.smartrecruiters.com/DeliveryHero/744000088496194-senior-staff-data-analyst-people-analytics,Senior/Staff Data Analyst - People Analytics,Delivery Hero,"Berlin, BE, DE",2025-10-17,fulltime,False,Internet And Software,https://bit.ly/3bYJHPP,Mitte,52.52,13.405
in-d49556993705961d,indeed,https://de.indeed.com/viewjob?jk=d49556993705961d,https://jobs.smartrecruiters.com/DeliveryHero/744000088491714-data-scientist-consumer-global-search-,"Data Scientist (Consumer, Global Search)",Delivery Hero,"Berlin, BE, DE",2025-10-17,fulltime,False,Internet And Software,https://bit.ly/3bYJHPP,Mitte,52.52,13.405
in-b79f7cda5cad034f,indeed,https://de.indeed.com/viewjob?jk=b79f7cda5cad034f,https://grnh.se/bd59a792teu,FP&A Analyst (m/f/x),CarOnSale,"Berlin, BE, DE",2025-10-17,,False,,https://www.caronsale.com,Mitte,52.52,13.405
in-9e78d48aa6969204,indeed,https://de.indeed.com/viewjob?jk=9e78d48aa6969204,https://join.com/companies/havau/15040839-data-architect-f-m-d?pid=a13795120131dbe48464,Data Architect (f/m/d),hallo theo,"Berlin, BE, DE",2025-10-16,,False,,,Mitte,52.52,13.405
in-6cfd81be77a95b2c,indeed,https://de.indeed.com/viewjob?jk=6cfd81be77a95b2c,https://www.amazon.jobs/jobs/3110410/data-analyst-aws-fraud-prevention?cmpid=DA_INAD200785B,"Data Analyst, AWS Fraud Prevention",Amazon Web Services,"Berlin, BE, DE",2025-10-16,fulltime,False,,https://aws.amazon.com/careers/why-aws/,Mitte,52.52,13.405
in-0d5e728008c09c53,indeed,https://de.indeed.com/viewjob?jk=0d5e728008c09c53,https://www.amazon.jobs/jobs/3110373/business-analyst-aws-fraud-prevention-compromise?cmpid=DA_INAD200785B,"Business Analyst, AWS Fraud Prevention, Compromise",Amazon Web Services,"Berlin, BE, DE",2025-10-16,fulltime,False,,https://aws.amazon.com/careers/why-aws/,Mitte,52.52,13.405
in-cfb14b7762e87b9e,indeed,https://de.indeed.com/viewjob?jk=cfb14b7762e87b9e,https://jobs.ashbyhq.com/upvest/83a54069-a5ba-4c26-a084-5683b1e01be1?utm_source=O3qYbowvb0,VP/ Director of Finance (f/m/d),Upvest,"Berlin, BE, DE",2025-10-16,fulltime,True,Banks And Financial Services,https://upvest.co/,Mitte,52.52,13.405
in-9e6990d4d9cfd0c5,indeed,https://de.indeed.com/viewjob?jk=9e6990d4d9cfd0c5,https://www.mckinsey.com/careers/search-jobs/jobs/consultant-riskresilience-102040,Consultant - Risk & Resilience,McKinsey & Company,"Berlin, BE, DE",2025-10-16,,False,,,Mitte,52.52,13.405
in-c111e54c8c9c6bc8,indeed,https://de.indeed.com/viewjob?jk=c111e54c8c9c6bc8,https://jobs.smartrecruiters.com/EnpalBV/744000088284971--junior-business-process-manager-in-w-m-d-,(Junior) Business Process Manager:in (w/m/d),Enpal GmbH,"Berlin, BE, DE",2025-10-16,fulltime,False,,https://www.enpal.de/,Mitte,52.52,13.405
in-79367037a2cab5e6,indeed,https://de.indeed.com/viewjob?jk=79367037a2cab5e6,https://jobs.smartrecruiters.com/EnpalBV/744000088285024-business-process-manager-in-w-m-d-,Business Process Manager:in (w/m/d),Enpal GmbH,"Berlin, BE, DE",2025-10-16,fulltime,False,,https://www.enpal.de/,Mitte,52.52,13.405
in-fd95cbd5b71b7221,indeed,https://de.indeed.com/viewjob?jk=fd95cbd5b71b7221,https://www.accenture.com/de-de/careers/jobdetails?id=R00291821_de&title=Data%20Science%20Analyst%20(all%20genders),Data Science Analyst (all genders),Accenture,"Berlin, BE, DE",2025-10-15,fulltime,True,,https://www.accenture.com,Mitte,52.52,13.405
in-6e739b5ef69b68fc,indeed,https://de.indeed.com/viewjob?jk=6e739b5ef69b68fc,https://www.vsb.energy/de/de/karriere/stellenangebote/Senior-Controller-Data-Analyst-wmd-de-j926.html,Senior Controller / Data Analyst (w/m/d),VSB Gruppe,"Berlin, BE, DE",2025-10-15,,False,,https://www.vsb.energy/,Mitte,52.52,13.405
in-0392d95244de8079,indeed,https://de.indeed.com/viewjob?jk=0392d95244de8079,https://jobs.lever.co/xsolla/8f786cd2-89a5-4b2a-a7b9-f9aec8b4a412?lever-source=Indeed,Senior Product Analyst,Xsolla,"Berlin, BE, DE",2025-10-15,fulltime,True,,https://xsolla.com/,Mitte,52.52,13.405
in-b8ef7df4938e12fe,indeed,https://de.indeed.com/viewjob?jk=b8ef7df4938e12fe,http://de.indeed.com/job/crm-analyst-b8ef7df4938e12fe,CRM Analyst,GetAway Group,"Berlin, BE, DE",2025-10-15,fulltime,True,,http://www.getaway.group,Mitte,52.52,13.405
in-2ca58c735e38123e,indeed,https://de.indeed.com/viewjob?jk=2ca58c735e38123e,https://grnh.se/ysep53du1us,Services Administrator (Bilingual - English/German),Yext,"Berlin, BE, DE",2025-10-15,,False,,http://www.yext.com,Mitte,52.52,13.405
li-4316613262,linkedin,https://www.linkedin.com/jobs/view/4316613262,,Fleet Performance Analyst,Wolt,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4312081957,linkedin,https://www.linkedin.com/jobs/view/4312081957,,"Data & Analytics Lead (SaaS GTM, Tableau & BI Strategy) (m/f/d)",Shiftmove,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4314374219,linkedin,https://www.linkedin.com/jobs/view/4314374219,,"Marketplace Operations Analyst (m/w/d) @ Uber Eats, Berlin",worknow for Uber,"Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4260121602,linkedin,https://www.linkedin.com/jobs/view/4260121602,,Intern Venture Development (d/m/w),Enpal,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4272012222,linkedin,https://www.linkedin.com/jobs/view/4272012222,,Staff Product Analyst - Consumer Product,Delivery Hero,"Berlin, Berlin, Germany",2025-10-19,,False,,,Mitte,52.52,13.405
li-4272088142,linkedin,https://www.linkedin.com/jobs/view/4272088142,,Staff Product Analyst - (Logistics),Delivery Hero,"Berlin, Berlin, Germany",2025-10-19,,False,,,Mitte,52.52,13.405
li-4305780059,linkedin,https://www.linkedin.com/jobs/view/4305780059,,"Junior ESG Data and Reporting Analyst, Operations (m/f/x)",HelloFresh,"Berlin, Berlin, Germany",2025-10-18,,False,,,Mitte,52.52,13.405
li-4299426242,linkedin,https://www.linkedin.com/jobs/view/4299426242,,Data Analyst (m/w/d),FUNKE,"Berlin, Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4274303592,linkedin,https://www.linkedin.com/jobs/view/4274303592,,Product Data Analyst,Freenow,"Berlin, Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4316311308,linkedin,https://www.linkedin.com/jobs/view/4316311308,,Data Analyst (m/f/d),Getsafe,"Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4316036525,linkedin,https://www.linkedin.com/jobs/view/4316036525,,"Data Analyst, AWS Fraud Prevention",Amazon Web Services (AWS),"Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4284413051,linkedin,https://www.linkedin.com/jobs/view/4284413051,,Senior Data Analyst - Size & Fit (all genders),Zalando,"Berlin, Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4292173562,linkedin,https://www.linkedin.com/jobs/view/4292173562,,Data Engineer (m|w|d),idealo internet GmbH,"Berlin, Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4315553964,linkedin,https://www.linkedin.com/jobs/view/4315553964,,Data / Business Analyst (m/w/d) – KPI- / Qualitätsmanagement,Sparkassen Rating und Risikosysteme,"Berlin, Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4315212636,linkedin,https://www.linkedin.com/jobs/view/4315212636,,Dispatching Intelligence Analyst (m/f/d),Flink,"Berlin, Berlin, Germany",2025-10-16,,False,,,Mitte,52.52,13.405
li-4313046163,linkedin,https://www.linkedin.com/jobs/view/4313046163,,Game Data Analyst,New Moon Production,,2025-10-16,,False,,,,,
li-4315210656,linkedin,https://www.linkedin.com/jobs/view/4315210656,,Decision Scientist (m/f/d),Flink,"Berlin, Berlin, Germany",2025-10-16,,False,,,Mitte,52.52,13.405
li-4312283668,linkedin,https://www.linkedin.com/jobs/view/4312283668,,Data Scientist (Student / Working Student) – Cloover ⚡,Cloover,"Berlin, Berlin, Germany",2025-10-15,,False,,,Mitte,52.52,13.405
li-4312414112,linkedin,https://www.linkedin.com/jobs/view/4312414112,,Trainee (m/w/d) – Risikomanagement | Data Science,Sparkassen Rating und Risikosysteme,"Berlin, Berlin, Germany",2025-10-15,,False,,,Mitte,52.52,13.405
li-4314771691,linkedin,https://www.linkedin.com/jobs/view/4314771691,,"Data Analytics Lead, Consumer Pricing",Wolt,"Berlin, Berlin, Germany",2025-10-15,,False,,,Mitte,52.52,13.405
li-4082229620,linkedin,https://www.linkedin.com/jobs/view/4082229620,,Initiative Application,Flip,"Berlin, Germany",2025-10-15,,False,,,Mitte,52.52,13.405
li-4316993649,linkedin,https://www.linkedin.com/jobs/view/4316993649,,Data & Business Systems Analyst,Wolt,"Berlin, Berlin, Germany",,,False,,,Mitte,52.52,13.405
li-4318123486,linkedin,https://www.linkedin.com/jobs/view/4318123486,,"Business Intelligence Analyst, Operations (m/f/x)",HelloFresh,"Berlin, Berlin, Germany",,,False,,,Mitte,52.52,13.405
li-4264100098,linkedin,https://www.linkedin.com/jobs/view/4264100098,,Digital Analyst E-Commerce,Instaffo,"Berlin, Berlin, Germany",,,False,,,Mitte,52.52,13.405
li-4314976024,linkedin,https://www.linkedin.com/jobs/view/4314976024,,Data Analyst (w/m/d) in der Gruppe „Geschäftsstelle für den Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung“,Statistisches Bundesamt (Destatis),"Berlin, Berlin, Germany",,,False,,,Mitte,52.52,13.405
li-4315407729,linkedin,https://www.linkedin.com/jobs/view/4315407729,,Werkstudent KI & Datenanalyse,eigens Apothekengruppe,"Berlin, Berlin, Germany",,,False,,,Mitte,52.52,13.405
li-4315404435,linkedin,https://www.linkedin.com/jobs/view/4315404435,,Working Student Data Engineer - Warehouse,Lovehoney Group,"Berlin, Berlin, Germany",,,False,,,Mitte,52.52,13.405
in-164bc0778930ee50,indeed,https://de.indeed.com/viewjob?jk=164bc0778930ee50,https://t.gohiring.com/h/e9d3cedb679eaace79ea38a385aed6ce88238da163c8382ecc525d36b0d33335?source=Indeed,Technical Writer (f/m/d),SPREAD GmbH,"Berlin-Kreuzberg, BE, DE",2025-10-21,fulltime,False,,https://www.spread.ai/,Kreuzberg,52.4964,13.4184
in-70a7f4af59820adf,indeed,https://de.indeed.com/viewjob?jk=70a7f4af59820adf,https://apply.workable.com/j/CA67FBFD19,Senior Backend Engineer,Reliant AI,"Berlin, BE, DE",2025-10-21,fulltime,True,,,Mitte,52.52,13.405
in-00215e702d69ab97,indeed,https://de.indeed.com/viewjob?jk=00215e702d69ab97,https://t.gohiring.com/h/b4e9fa97c8ebdf3839fab3e094fee0162b429e32335b32c331624b8fba700f5f?source=Indeed,Working Student – Strategy & Business Development,deepset GmbH,"Berlin, BE, DE",2025-10-21,parttime,True,,,Mitte,52.52,13.405
in-ee15da58b1cafec6,indeed,https://de.indeed.com/viewjob?jk=ee15da58b1cafec6,https://grnh.se/exjvmv2g1us,Site Reliability Expert II - all genders,Lightspeed,"Berlin, BE, DE",2025-10-21,,True,,https://www.lightspeedhq.com,Mitte,52.52,13.405
in-6d0a556146a0ce5d,indeed,https://de.indeed.com/viewjob?jk=6d0a556146a0ce5d,https://jobs.smartrecruiters.com/ScalableGmbH/744000089003369--senior-fullstack-software-engineer-java-kotlin-python-javascript-m-f-x-onsite-remote-in-germany-,(Senior) Fullstack Software Engineer (Java/Kotlin/Python/JavaScript) (m/f/x) (onsite / remote in Germany),Scalable,"Berlin, BE, DE",2025-10-21,fulltime,True,,https://scalablepress.com,Mitte,52.52,13.405
in-36a054551fbe5cf6,indeed,https://de.indeed.com/viewjob?jk=36a054551fbe5cf6,https://jobs.ashbyhq.com/AeroVect/b25487ea-a90d-4083-abe7-5f571c28f8c7?utm_source=Eop7pMkGOp,"Software Engineer, Platform",AeroVect,"Berlin, BE, DE",2025-10-20,fulltime,True,,,Mitte,52.52,13.405
in-ef61d167dd5c5ea4,indeed,https://de.indeed.com/viewjob?jk=ef61d167dd5c5ea4,https://jobs.sap.com/job/Berlin-DevOps-Engineer-Database-Infra-Team-in-CloudOS-Group-in-P&E-SAP-Signavio-%28mfd%29-10557/1260098001/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed,DevOps Engineer - Database Infra Team in CloudOS Group in P&E SAP Signavio (m/f/d),SAP,"Berlin, BE, DE",2025-10-20,fulltime,False,Internet And Software,http://jobs.sap.com,Mitte,52.52,13.405
in-6e11f6b50ec5bf7b,indeed,https://de.indeed.com/viewjob?jk=6e11f6b50ec5bf7b,https://www.sumup.com/careers/positions//berlin-germany/data-engineerscientist/senior-machine-learning-engineer-i/8128496002/?vcc_viewport=desktop&vcc_geo_country=US&vcc_ab_experiments=_website__careers_pages%3Aon%2628006100487%3A27963130817%26default-rollout-173770-18396730089%3Aon%26first-test%3Avariation_1%26everyone%3Aon%26default-rollout-301027-18396730089%3Aon%26default-rollout-345066-18396730089%3Aon%26header_test__only_text__deploytd1_deploytd1%3Atexto_original%26_cl___website__compra_o_arrienda_cta_header%3Awithout_cta&vcc_feature_toggles=_website__navigation_revamp%257C_website__wb_replacement_page_endpoint_careers%257C_website__computed_price%257CU27HjKLUQTyTE3n5Qd8MkW%257C_website__wb_replacement_page_endpoint_manuals%257C_website__prc_coupons%257Ccl_ley_de_transferencias_tracking%257C_cl__homepage_new_ver_test%257C_cl___website__compra_o_arrienda_cta_header&slug=positions,Senior Machine Learning Engineer I,SumUp,"Berlin, BE, DE",2025-10-20,,False,,https://www.sumup.com/careers/,Mitte,52.52,13.405
in-913b3ebd2e974e3e,indeed,https://de.indeed.com/viewjob?jk=913b3ebd2e974e3e,https://jobs.smartrecruiters.com/Avaloq1/744000088842040-devops-engineer-mobile-banking-eu,DevOps Engineer Mobile Banking EU,Avaloq,"Berlin, BE, DE",2025-10-20,fulltime,False,,https://www.avaloq.com/en/home,Mitte,52.52,13.405
in-0254390aeed5dc29,indeed,https://de.indeed.com/viewjob?jk=0254390aeed5dc29,https://dhi.career.emply.com/ad/qa-automation-engineer/d4aob9/en,QA Automation Engineer,DHI Group,"Berlin, BE, DE",2025-10-20,fulltime,False,,https://www.dhigroup.com/contact-us,Mitte,52.52,13.405
in-72a84cb0f2aa24b9,indeed,https://de.indeed.com/viewjob?jk=72a84cb0f2aa24b9,https://jobs.sap.com/job/Berlin-Senior-Developer-%28fmd%29-SAP-LeanIX-10557/1237952801/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed,Senior Developer (f/m/d) - SAP LeanIX,SAP,"Berlin, BE, DE",2025-10-18,fulltime,True,Internet And Software,http://jobs.sap.com,Mitte,52.52,13.405
in-b77e3dbc0ff40ba0,indeed,https://de.indeed.com/viewjob?jk=b77e3dbc0ff40ba0,https://codefirstgirls.bamboohr.com/careers/113?source=indeed&src=indeed&postedDate=2025-10-17,Java Developer,CODE FIRST GIRLS,"Berlin, BE, DE",2025-10-17,fulltime,False,,,Mitte,52.52,13.405
in-3dd823e5ca9cd126,indeed,https://de.indeed.com/viewjob?jk=3dd823e5ca9cd126,https://constellr.recruitee.com/o/mission-operations-segment-software-engineer?source=Indeed,Mission Operations Segment - Software Engineer,ConstellR,"Berlin, BE, DE",2025-10-17,fulltime,True,,,Mitte,52.52,13.405
in-f862f1e5fdba8eb4,indeed,https://de.indeed.com/viewjob?jk=f862f1e5fdba8eb4,https://constellr.recruitee.com/o/full-stack-developer-mission-operations-segment?source=Indeed,Full-Stack Developer - Mission Operations Segment,ConstellR,"Berlin, BE, DE",2025-10-17,fulltime,True,,,Mitte,52.52,13.405
in-1d18a3735a2ad24e,indeed,https://de.indeed.com/viewjob?jk=1d18a3735a2ad24e,https://jobs.ashbyhq.com/voodoo/8269ba42-f4ea-4eae-acf5-b81e31c8add4?utm_source=nedy21l72a,Tools Developer - Hole.io,Voodoo,"Berlin, BE, DE",2025-10-17,fulltime,True,,http://www.voodoo.io,Mitte,52.52,13.405
in-f96740ad6076047e,indeed,https://de.indeed.com/viewjob?jk=f96740ad6076047e,http://de.indeed.com/job/backend-engineer-mfx-f96740ad6076047e,Backend Engineer (m/f/x),VERBI Software GmbH,"Berlin, BE, DE",2025-10-17,fulltime,True,,https://www.maxqda.com/,Mitte,52.52,13.405
in-9341181575bfd75e,indeed,https://de.indeed.com/viewjob?jk=9341181575bfd75e,https://jobs.sap.com/job/Berlin-DevOps-Engineer-%28fmd%29-SAP-Sovereign-Cloud-10557/1143784001/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed,DevOps Engineer (f/m/d) - SAP Sovereign Cloud,SAP,"Berlin, BE, DE",2025-10-16,fulltime,False,Internet And Software,http://jobs.sap.com,Mitte,52.52,13.405
in-fec99f9714761b4f,indeed,https://de.indeed.com/viewjob?jk=fec99f9714761b4f,https://t.gohiring.com/h/63a67b373b59d349078ec087c15519cdd65c7ee9b7f6d4e9ee4faabb4e9a0224?source=Indeed,Customer Reliability Engineer,deepset GmbH,"Berlin, BE, DE",2025-10-16,fulltime,True,,,Mitte,52.52,13.405
in-f7bab2d18747fca1,indeed,https://de.indeed.com/viewjob?jk=f7bab2d18747fca1,https://grnh.se/dp8mqnin1us,Staff Database Administrator,Wikimedia Foundation,"Berlin, BE, DE",2025-10-15,,True,,http://www.wikimediafoundation.org,Mitte,52.52,13.405
in-ba02e439d19b7e63,indeed,https://de.indeed.com/viewjob?jk=ba02e439d19b7e63,https://www.karriere.fichtner.de/stellenportal/senior-software-developer-php-python-apis-pimcore,"Senior Software Entwickler (m/w/d) – PHP, Python, API’s, Pimcore",Fichtner GmbH & Co. KG,"Berlin, BE, DE",2025-10-15,,False,,https://www.fichtner.de,Mitte,52.52,13.405
in-af4ad6e4a84706d3,indeed,https://de.indeed.com/viewjob?jk=af4ad6e4a84706d3,https://grnh.se/am64sykh4us,Senior Data Scientist (all genders) in Berlin,Ridedott,"Berlin, BE, DE",2025-10-15,fulltime,True,Auto,https://ridedott.com,Mitte,52.52,13.405
in-770b4ccc03227248,indeed,https://de.indeed.com/viewjob?jk=770b4ccc03227248,https://www.amazon.jobs/jobs/3079442/cloud-support-associate-german--english-speaking?cmpid=DA_INAD200785B,Cloud Support Associate (German & English speaking),Amazon Web Services,"Berlin, BE, DE",2025-09-10,fulltime,False,,https://aws.amazon.com/careers/why-aws/,Mitte,52.52,13.405
li-4214737441,linkedin,https://www.linkedin.com/jobs/view/4214737441,,Senior Software Developer (Python),reeeliance,"Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4317327352,linkedin,https://www.linkedin.com/jobs/view/4317327352,,Web Developer (m/w/d),Elithair,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4316625205,linkedin,https://www.linkedin.com/jobs/view/4316625205,,Software Engineer (.NET Backend) (f/m/d),Enpal,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4316477204,linkedin,https://www.linkedin.com/jobs/view/4316477204,,Java Backend Engineer,MODIFI,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4316477122,linkedin,https://www.linkedin.com/jobs/view/4316477122,,Senior Software Engineer (Fullstack) (f/m/d) - Metrify Smart Metering,Enpal,"Berlin, Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4259177976,linkedin,https://www.linkedin.com/jobs/view/4259177976,,Senior Full‑Stack Engineer (m/f/d),Axel Springer National Media & Tech GmbH & Co. KG,"Berlin, Germany",2025-10-20,,False,,,Mitte,52.52,13.405
li-4314310478,linkedin,https://www.linkedin.com/jobs/view/4314310478,,Python Software Engineer (all) - Mid-level,Sonia,"Berlin, Berlin, Germany",2025-10-19,,False,,,Mitte,52.52,13.405
li-4296326120,linkedin,https://www.linkedin.com/jobs/view/4296326120,,Backend Engineer – Python,TechTree,"Berlin, Berlin, Germany",2025-10-19,,False,,,Mitte,52.52,13.405
li-4314336888,linkedin,https://www.linkedin.com/jobs/view/4314336888,,Part-Time Senior Full-Stack Engineer (Python/Django) (gn),voiio,"Berlin, Berlin, Germany",2025-10-18,,False,,,Mitte,52.52,13.405
li-4315583056,linkedin,https://www.linkedin.com/jobs/view/4315583056,,Back End Developer,Digital Waffle,"Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4309541359,linkedin,https://www.linkedin.com/jobs/view/4309541359,,Fullstack Python Software Engineer,Cavendish Professionals,"Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4313316345,linkedin,https://www.linkedin.com/jobs/view/4313316345,,Full-Stack-Developer,AMS Gruppe,"Berlin, Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
li-4313328933,linkedin,https://www.linkedin.com/jobs/view/4313328933,,Full Stack Engineer,Hawksman Technology,"Berlin, Germany",2025-10-17,,False,,,Mitte,52.52,13.405
